sentence_id,word,dependency,head
31,lit,parataxis,Trimurti
31,.,punct,contain
32,The,det,phrase
32,phrase,nsubj,refers
32,"""",punct,phrase
32,Third,amod,time
32,time,poss,charm
32,'s,case,time
32,the,det,charm
32,charm,appos,phrase
32,"""",punct,phrase
32,refers,ROOT,refers
32,to,prep,refers
32,the,det,superstition
32,superstition,pobj,to
32,that,mark,is
32,after,prep,is
32,two,nummod,failures
32,failures,pobj,after
32,in,prep,failures
32,any,det,endeavor
32,endeavor,pobj,in
32,",",punct,is
32,a,det,attempt
32,third,amod,attempt
32,attempt,nsubj,is
32,is,relcl,superstition
32,more,advmod,likely
32,likely,acomp,is
32,to,aux,succeed
32,succeed,xcomp,likely
32,.,punct,refers
33,However,advmod,say
33,",",punct,say
33,some,det,superstitions
33,superstitions,nsubj,say
33,say,ROOT,say
33,the,det,opposite
33,opposite,dobj,say
33,",",punct,say
33,stating,advcl,say
33,that,mark,said
33,luck,nsubjpass,said
33,",",punct,luck
33,especially,advmod,bad
33,bad,amod,luck
33,luck,appos,luck
33,",",punct,luck
33,is,auxpass,said
33,often,advmod,said
33,said,ccomp,stating
33,to,aux,come
33,"""",punct,come
33,come,xcomp,said
33,in,prep,come
33,threes,pobj,in
33,"""",punct,say
33,.,punct,say
35,Archived,ROOT,Archived
35,from,prep,Archived
35,the,det,original
35,original,pobj,from
35,on,prep,Archived
35,2013,pobj,on
35,-,punct,2013
35,05,prep,2013
35,-,punct,14
35,14,prep,2013
35,.,punct,Archived
36,The,det,Number
36,Number,nmod,Integer
36,3,nummod,Number
36,The,det,Integer
36,Positive,compound,Integer
36,Integer,nmod,curiosities
36,3,nummod,Integer
36,Prime,compound,curiosities
36,curiosities,ROOT,curiosities
36,:,punct,curiosities
36,3,appos,curiosities
37,A,det,river
37,river,nsubj,run
37,may,aux,run
37,run,ROOT,run
37,dry,advmod,run
37,before,prep,run
37,reaching,pcomp,before
37,the,det,end
37,end,dobj,reaching
37,of,prep,end
37,its,poss,course
37,course,pobj,of
37,if,mark,runs
37,it,nsubj,runs
37,runs,advcl,reaching
37,out,prep,runs
37,of,prep,out
37,water,pobj,of
37,",",punct,runs
37,or,cc,runs
37,only,advmod,flow
37,flow,conj,runs
37,during,prep,flow
37,certain,amod,seasons
37,seasons,pobj,during
37,.,punct,run
38,Rivers,nsubjpass,regulated
38,are,auxpass,regulated
38,regulated,ROOT,regulated
38,by,agent,regulated
38,the,det,cycle
38,water,compound,cycle
38,cycle,pobj,by
38,",",punct,cycle
38,the,det,processes
38,processes,appos,cycle
38,by,prep,moves
38,which,pobj,by
38,water,compound,moves
38,moves,relcl,processes
38,around,prep,moves
38,the,det,Earth
38,Earth,pobj,around
38,.,punct,regulated
39,Rivers,nsubj,flow
39,flow,ROOT,flow
39,in,prep,flow
39,channeled,amod,watercourses
39,watercourses,pobj,in
39,and,cc,flow
39,merge,conj,flow
39,in,prep,merge
39,confluences,pobj,in
39,to,aux,form
39,form,advcl,merge
39,drainage,compound,basins
39,basins,dobj,form
39,",",punct,basins
39,areas,appos,basins
39,where,advmod,flows
39,surface,compound,water
39,water,nsubj,flows
39,eventually,advmod,flows
39,flows,relcl,areas
39,to,prep,flows
39,a,det,outlet
39,common,amod,outlet
39,outlet,pobj,to
39,.,punct,flow
40,Rivers,nsubj,have
40,have,ROOT,have
40,a,det,effect
40,great,amod,effect
40,effect,dobj,have
40,on,prep,effect
40,the,det,landscape
40,landscape,pobj,on
40,around,prep,landscape
40,them,pobj,around
40,.,punct,have
41,They,nsubj,overflow
41,may,aux,overflow
41,regularly,advmod,overflow
41,overflow,ROOT,overflow
41,their,poss,banks
41,banks,dobj,overflow
41,and,cc,overflow
41,flood,conj,overflow
41,the,det,area
41,surrounding,amod,area
41,area,dobj,flood
41,",",punct,flood
41,spreading,advcl,flood
41,nutrients,dobj,spreading
41,to,prep,spreading
41,the,det,area
41,surrounding,amod,area
41,area,pobj,to
41,.,punct,overflow
42,Sediment,nsubj,shapes
42,or,cc,Sediment
42,alluvium,conj,Sediment
42,carried,acl,Sediment
42,by,agent,carried
42,rivers,pobj,by
42,shapes,ROOT,shapes
42,the,det,landscape
42,landscape,dobj,shapes
42,around,prep,landscape
42,it,pobj,around
42,",",punct,landscape
42,forming,amod,deltas
42,deltas,conj,landscape
42,and,cc,deltas
42,islands,conj,deltas
42,where,advmod,slows
42,the,det,flow
42,flow,nsubj,slows
42,slows,relcl,deltas
42,down,prt,slows
42,.,punct,shapes
43,Rivers,nsubj,run
43,rarely,advmod,run
43,run,ccomp,bend
43,in,prep,run
43,a,det,line
43,straight,amod,line
43,line,pobj,in
43,",",punct,bend
43,instead,advmod,bend
43,",",punct,bend
43,they,nsubj,bend
43,bend,ccomp,change
43,or,cc,bend
43,meander,conj,bend
43,;,punct,change
43,the,det,locations
43,locations,nsubj,change
43,of,prep,locations
43,a,det,river
43,river,poss,banks
43,'s,case,river
43,banks,pobj,of
43,can,aux,change
43,change,ROOT,change
43,frequently,advmod,change
43,.,punct,change
44,Rivers,nsubj,get
44,get,ROOT,get
44,their,poss,alluvium
44,alluvium,dobj,get
44,from,prep,get
44,erosion,pobj,from
44,",",punct,erosion
44,which,nsubj,carves
44,carves,relcl,erosion
44,rock,dobj,carves
44,into,prep,carves
44,canyons,pobj,into
44,and,cc,canyons
44,valleys,conj,canyons
44,.,punct,get
45,Rivers,nsubj,sustained
45,have,aux,sustained
45,sustained,ROOT,sustained
45,human,amod,life
45,and,cc,human
45,animal,conj,human
45,life,dobj,sustained
45,for,prep,sustained
45,millennia,pobj,for
45,",",punct,sustained
45,including,prep,sustained
45,the,det,civilizations
45,first,amod,civilizations
45,human,amod,civilizations
45,civilizations,pobj,including
45,.,punct,sustained
46,The,det,organisms
46,organisms,nsubj,have
46,that,nsubj,live
46,live,relcl,organisms
46,around,prep,live
46,or,cc,around
46,in,conj,around
46,a,det,river
46,river,pobj,in
46,such,amod,as
46,as,prep,river
46,fish,pobj,as
46,",",punct,fish
46,aquatic,amod,plants
46,plants,conj,fish
46,",",punct,plants
46,and,cc,plants
46,insects,conj,plants
46,have,ROOT,have
46,different,amod,roles
46,roles,dobj,have
46,",",punct,roles
46,including,prep,roles
46,processing,pcomp,including
46,organic,amod,matter
46,matter,dobj,processing
46,and,cc,matter
46,predation,conj,matter
46,.,punct,have
47,Rivers,nsubj,produced
47,have,aux,produced
47,produced,ROOT,produced
47,abundant,amod,resources
47,resources,dobj,produced
47,for,prep,resources
47,humans,pobj,for
47,",",punct,humans
47,including,prep,humans
47,food,pobj,including
47,",",punct,food
47,transportation,conj,food
47,",",punct,transportation
47,drinking,compound,water
47,water,conj,transportation
47,",",punct,water
47,and,cc,water
47,recreation,conj,water
47,.,punct,produced
48,Humans,nsubj,engineered
48,have,aux,engineered
48,engineered,amod,rivers
48,rivers,nsubj,perform
48,to,aux,prevent
48,prevent,acl,rivers
48,flooding,dobj,prevent
48,",",punct,rivers
48,irrigate,compound,crops
48,crops,nsubj,perform
48,",",punct,crops
48,perform,ROOT,perform
48,work,dobj,perform
48,with,prep,perform
48,water,compound,wheels
48,wheels,pobj,with
48,",",punct,perform
48,and,cc,perform
48,produce,conj,perform
48,hydroelectricity,dobj,produce
48,from,prep,produce
48,dams,pobj,from
48,.,punct,perform
49,People,nsubj,associate
49,associate,ROOT,associate
49,rivers,dobj,associate
49,with,prep,rivers
49,life,pobj,with
49,and,cc,life
49,fertility,conj,life
49,and,cc,associate
49,have,conj,associate
49,strong,amod,attachments
49,religious,amod,attachments
49,",",punct,attachments
49,political,amod,attachments
49,",",punct,political
49,social,conj,political
49,",",punct,social
49,and,cc,social
49,mythological,conj,social
49,attachments,dobj,have
49,to,prep,have
49,them,pobj,to
49,.,punct,associate
50,Rivers,nmod,ecosystems
50,and,cc,Rivers
50,river,conj,Rivers
50,ecosystems,nsubjpass,threatened
50,are,auxpass,threatened
50,threatened,ROOT,threatened
50,by,agent,threatened
50,water,compound,pollution
50,pollution,pobj,by
50,",",punct,pollution
50,climate,compound,change
50,change,conj,pollution
50,",",punct,change
50,and,cc,change
50,human,amod,activity
50,activity,conj,change
50,.,punct,threatened
51,Decreased,amod,snowfall
51,snowfall,nsubj,resulted
51,from,prep,snowfall
51,climate,compound,change
51,change,pobj,from
51,has,aux,resulted
51,resulted,ROOT,resulted
51,in,prep,resulted
51,less,amod,water
51,water,pobj,in
51,available,amod,water
51,for,prep,available
51,rivers,pobj,for
51,during,prep,resulted
51,the,det,summer
51,summer,pobj,during
51,.,punct,resulted
52,Regulation,nsubj,helped
52,of,prep,Regulation
52,pollution,pobj,of
52,",",punct,pollution
52,dam,compound,removal
52,removal,conj,pollution
52,",",punct,removal
52,and,cc,removal
52,sewage,compound,treatment
52,treatment,conj,removal
52,have,aux,helped
52,helped,ROOT,helped
52,to,aux,improve
52,improve,xcomp,helped
52,water,compound,quality
52,quality,dobj,improve
52,and,cc,improve
52,restore,conj,improve
52,river,compound,habitats
52,habitats,dobj,restore
52,.,punct,helped
53,This,det,flow
53,flow,nsubj,be
53,can,aux,be
53,be,ROOT,be
53,into,prep,be
53,a,det,lake
53,lake,pobj,into
53,",",punct,lake
53,an,det,ocean
53,ocean,conj,lake
53,",",punct,ocean
53,or,cc,ocean
53,another,det,river
53,river,conj,ocean
53,.,punct,be
54,A,det,stream
54,stream,nsubj,refers
54,refers,ROOT,refers
54,to,prep,refers
54,water,pobj,to
54,that,nsubj,flows
54,flows,relcl,water
54,in,prep,flows
54,a,det,channel
54,natural,amod,channel
54,channel,pobj,in
54,",",punct,refers
54,a,det,feature
54,geographic,amod,feature
54,feature,appos,stream
54,that,nsubj,contain
54,can,aux,contain
54,contain,relcl,feature
54,flowing,amod,water
54,water,dobj,contain
54,.,punct,refers
55,A,det,stream
55,stream,nsubjpass,referred
55,may,aux,referred
55,also,advmod,referred
55,be,auxpass,referred
55,referred,ROOT,referred
55,to,prep,referred
55,as,prep,referred
55,a,det,watercourse
55,watercourse,pobj,as
55,.,punct,referred
56,The,det,study
56,study,nsubjpass,called
56,of,prep,study
56,the,det,movement
56,movement,pobj,of
56,of,prep,movement
56,water,pobj,of
56,as,mark,occurs
56,it,nsubj,occurs
56,occurs,advcl,study
56,on,prep,occurs
56,Earth,pobj,on
56,is,auxpass,called
56,called,ROOT,called
56,hydrology,oprd,called
56,",",punct,called
56,and,cc,called
56,their,poss,effect
56,effect,nsubjpass,covered
56,on,prep,effect
56,the,det,landscape
56,landscape,pobj,on
56,is,auxpass,covered
56,covered,conj,called
56,by,agent,covered
56,geomorphology,pobj,by
56,.,punct,covered
57,=,nsubj,are
57,=,nsubj,are
57,=,nmod,=
57,Source,appos,=
57,and,cc,Source
57,drainage,compound,basin
57,basin,conj,Source
57,=,nmod,Rivers
57,=,compound,Rivers
57,=,compound,Rivers
57,Rivers,nsubj,are
57,are,ROOT,are
57,part,attr,are
57,of,prep,part
57,the,det,cycle
57,water,compound,cycle
57,cycle,pobj,of
57,",",punct,are
57,the,det,processes
57,continuous,amod,processes
57,processes,attr,are
57,by,prep,moves
57,which,pobj,by
57,water,compound,moves
57,moves,relcl,processes
57,about,prep,moves
57,Earth,pobj,about
57,.,punct,are
58,This,nsubj,means
58,means,ROOT,means
58,that,mark,come
58,all,det,water
58,water,nsubj,come
58,that,nsubj,flows
58,flows,relcl,water
58,in,prep,flows
58,rivers,pobj,in
58,must,aux,come
58,ultimately,advmod,come
58,come,ccomp,means
58,from,prep,come
58,precipitation,pobj,from
58,.,punct,means
59,The,det,headwaters
59,headwaters,nsubj,are
59,of,prep,headwaters
59,a,det,river
59,river,pobj,of
59,are,ROOT,are
59,the,det,streams
59,smaller,amod,streams
59,streams,attr,are
59,that,nsubj,feed
59,feed,relcl,streams
59,a,det,river
59,river,dobj,feed
59,",",punct,are
59,and,cc,are
59,make,conj,are
59,up,prt,make
59,the,det,river
59,river,poss,source
59,'s,case,river
59,source,dobj,make
59,.,punct,are
60,These,det,streams
60,streams,nsubj,be
60,may,aux,be
60,be,ROOT,be
60,small,acomp,be
60,and,cc,small
60,flow,conj,small
60,rapidly,advmod,flow
60,down,prep,flow
60,the,det,sides
60,sides,pobj,down
60,of,prep,sides
60,mountains,pobj,of
60,.,punct,be
61,All,nsubj,is
61,of,prep,All
61,the,det,land
61,land,pobj,of
61,uphill,amod,All
61,of,prep,uphill
61,a,det,river
61,river,pobj,of
61,that,nsubj,feeds
61,feeds,relcl,river
61,it,dobj,feeds
61,with,prep,feeds
61,water,pobj,with
61,in,prep,feeds
61,this,det,way
61,way,pobj,in
61,is,ROOT,is
61,in,prep,is
61,that,det,river
61,river,poss,basin
61,'s,case,river
61,drainage,compound,basin
61,basin,pobj,in
61,or,cc,in
61,watershed,conj,in
61,.,punct,is
62,One,nummod,example
62,example,nsubj,is
62,of,prep,example
62,this,pobj,of
62,is,ROOT,is
62,the,det,Divide
62,Continental,compound,Divide
62,Divide,attr,is
62,of,prep,Divide
62,the,det,Americas
62,Americas,pobj,of
62,in,prep,Divide
62,the,det,Mountains
62,Rocky,compound,Mountains
62,Mountains,pobj,in
62,.,punct,is
63,Water,nsubj,flows
63,on,prep,Water
63,the,det,side
63,western,amod,side
63,side,pobj,on
63,of,prep,side
63,the,det,divide
63,divide,pobj,of
63,flows,ROOT,flows
63,into,prep,flows
63,the,det,Ocean
63,Pacific,compound,Ocean
63,Ocean,pobj,into
63,",",punct,flows
63,whereas,mark,flows
63,water,nsubj,flows
63,on,prep,water
63,the,det,side
63,other,amod,side
63,side,pobj,on
63,flows,advcl,flows
63,into,prep,flows
63,the,det,Ocean
63,Atlantic,compound,Ocean
63,Ocean,pobj,into
63,.,punct,flows
64,Not,neg,precipitation
64,all,det,precipitation
64,precipitation,nsubj,flows
64,flows,ccomp,seeps
64,directly,advmod,flows
64,into,prep,flows
64,rivers,pobj,into
64,;,punct,seeps
64,some,det,water
64,water,nsubj,seeps
64,seeps,ROOT,seeps
64,into,prep,seeps
64,underground,amod,aquifers
64,aquifers,pobj,into
64,.,punct,seeps
65,These,nsubj,feed
65,",",punct,feed
65,in,prep,feed
65,turn,pobj,in
65,",",punct,feed
65,can,aux,feed
65,still,advmod,feed
65,feed,ROOT,feed
65,rivers,dobj,feed
65,via,prep,feed
65,the,det,table
65,water,compound,table
65,table,pobj,via
65,",",punct,feed
65,the,det,groundwater
65,groundwater,appos,rivers
65,beneath,prep,groundwater
65,the,det,surface
65,surface,pobj,beneath
65,of,prep,surface
65,the,det,land
65,land,pobj,of
65,stored,acl,land
65,in,prep,stored
65,the,det,soil
65,soil,pobj,in
65,.,punct,feed
66,Water,nsubj,flows
66,flows,ROOT,flows
66,into,prep,flows
66,rivers,pobj,into
66,in,prep,flows
66,places,pobj,in
66,where,advmod,is
66,the,det,river
66,river,poss,elevation
66,'s,case,river
66,elevation,nsubj,is
66,is,relcl,places
66,lower,acomp,is
66,than,prep,lower
66,that,pobj,than
66,of,prep,that
66,the,det,table
66,water,compound,table
66,table,pobj,of
66,.,punct,flows
67,This,det,phenomenon
67,phenomenon,nsubj,is
67,is,ROOT,is
67,why,advmod,flow
67,rivers,nsubj,flow
67,can,aux,flow
67,still,advmod,flow
67,flow,ccomp,is
67,even,advmod,during
67,during,prep,flow
67,times,pobj,during
67,of,prep,times
67,drought,pobj,of
67,.,punct,is
68,Rivers,nsubjpass,fed
68,are,auxpass,fed
68,also,advmod,fed
68,fed,ROOT,fed
68,by,agent,fed
68,the,det,melting
68,melting,pobj,by
68,of,prep,melting
68,snow,compound,glaciers
68,glaciers,pobj,of
68,present,amod,melting
68,in,prep,present
68,higher,amod,regions
68,elevation,compound,regions
68,regions,pobj,in
68,.,punct,fed
69,In,prep,melt
69,summer,compound,months
69,months,pobj,In
69,",",punct,melt
69,higher,amod,temperatures
69,temperatures,nsubj,melt
69,melt,ROOT,melt
69,snow,dobj,melt
69,and,cc,snow
69,ice,conj,snow
